4,2693,FRANCIS Samuel ,Mar 27 1987 ,2008,M,100,R2,7,0.164
5,1761,POGNON Ronald ,Nov 16 1982 ,2008,M,100,R2,9,0.167
6,2880,OSOVNIKAR Matic ,Jan 19 1980 ,2008,M,100,R2,8,0.171
7,1900,UNGER Tobias Benjamin ,Jul 10 1979 ,2008,M,100,R2,2,0.136
8,2184,ASAHARA Nobuharu ,Jun 21 1972 ,2008,M,100,R2,3,0.145
1,3025,THOMPSON Richard  ,Jun 07 1985  ,2008,M,100,R2,6,0.17
2,3265,GAY Tyson ,Aug 09 1982 ,2008,M,100,R2,4,0.146
3,1771,MBANDJOCK Martial ,Oct 14 1985 ,2008,M,100,R2,7,0.16
4,2507,FASUBA Olusoji ,Jul 09 1984 ,2008,M,100,R2,5,0.147
5,1109,HINDS Andrew ,Apr 25 1984 ,2008,M,100,R2,2,0.148
6,1231,MOREIRA Jose Carlos ,Sep 28 1983 ,2008,M,100,R2,8,0.193
7,2092,COLLIO Simone ,Dec 27 1979 ,2008,M,100,R2,9,0.138
8,1419,GRUESO Daniel ,Jul 20 1985 ,2008,M,100,R2,3,0.193
1,1003,MARTINA Churandy  ,Jul 03 1984  ,2008,M,100,R2,4,0.142
2,2148,FRATER Michael ,Oct 06 1982 ,2008,M,100,R2,7,0.154
3,2222,TSUKAHARA Naoki ,May 10 1985 ,2008,M,100,R2,6,0.156
4,1844,WILLIAMSON Simeon ,Jan 16 1986 ,2008,M,100,R2,9,0.127
5,1460,VIZCAINO Jenris ,May 16 1980 ,2008,M,100,R2,3,0.167
6,1308,BROWNE Pierre ,Jan 14 1980 ,2008,M,100,R2,5,0.144
7,2596,KUC Dariusz ,Apr 24 1986 ,2008,M,100,R2,2,0.176
8,3018,BROWN Darrel ,Oct 16 1986 ,2008,M,100,R2,8,0.119
1,1003,MARTINA Churandy  ,Jul 03 1984  ,2008,M,100,R1,4,0.164
2,2222,TSUKAHARA Naoki ,May 10 1985 ,2008,M,100,R1,5,0.169
3,1844,WILLIAMSON Simeon ,Jan 16 1986 ,2008,M,100,R1,6,0.183
4,1900,UNGER Tobias Benjamin ,Jul 10 1979 ,2008,M,100,R1,9,0.161
5,1560,NAZARENO Franklin ,Apr 24 1987 ,2008,M,100,R1,8,0.178
6,1780,BINGANGOYE Wilfried ,Mar 25 1985 ,2008,M,100,R1,7,0.171
7,1321,SEBERGUE Moumi ,Dec 07 1977 ,2008,M,100,R1,2,0.21
8,3048,TINILAU Okilani ,Jan 02 1989 ,2008,M,100,R1,3,0.174
1,2693,FRANCIS Samuel  ,Mar 27 1987  ,2008,M,100,R1,6,0.153
2,3019,BURNS Marc ,Jan 07 1983 ,2008,M,100,R1,5,0.16
3,2880,OSOVNIKAR Matic ,Jan 19 1980 ,2008,M,100,R1,9,0.187
4,1991,PALACIOS Rolando ,May 03 1987 ,2008,M,100,R1,7,0.189
5,1085,ABBASOV Ruslan ,Jun 24 1986 ,2008,M,100,R1,2,0.154
6,2469,GATTUSO Sebastien ,Jun 28 1971 ,2008,M,100,R1,4,0.164
7,1778,HOWARD Jack ,Jul 21 1981 ,2008,M,100,R1,8,0.204
8,1414,HEATHER Gordon ,May 14 1990 ,2008,M,100,R1,3,0.214
1,1100,ATKINS Derrick  ,Jan 05 1984  ,2008,M,100,R1,3,0.162
2,2833,EPISHIN Andrey ,Jun 10 1981 ,2008,M,100,R1,4,0.172
3,2537,SAIDY NDURE Jaysuma ,Jan 01 1984 ,2008,M,100,R1,9,0.164
4,2520,EMEDOLU Uchenna ,Sep 17 1976 ,2008,M,100,R1,6,0.192
5,1783,SANNEH Suwaibou ,Oct 30 1990 ,2008,M,100,R1,2,0.157
6,1237,VIANA Sandro ,Jun 23 1977 ,2008,M,100,R1,5,0.16
7,1989,LAI Chun Ho ,Feb 05 1989 ,2008,M,100,R1,7,0.199
8,1105,MOHAMMED Abu Abdullah ,Mar 01 1981 ,2008,M,100,R1,8,0.174
1,2656,OBIKWELU Francis  ,Nov 22 1978  ,2008,M,100,R1,4,0.19
2,2503,METU Obinna ,Jul 12 1988 ,2008,M,100,R1,2,0.176
3,3282,DIX Walter ,Jan 31 1986 ,2008,M,100,R1,5,0.167
4,1291,HENRY Anson ,Mar 09 1979 ,2008,M,100,R1,6,0.138
5,3086,GLUSHCHENKO Dmytro ,Feb 17 1981 ,2008,M,100,R1,8,0.2
6,2867,KANG Calvin ,Apr 16 1990 ,2008,M,100,R1,3,0.14
7,2565,TAMANGROW Jesse ,Mar 16 1982 ,2008,M,100,R1,9,0.146
8,1857,REGINALDO Michandong ,Oct 14 1986 ,2008,M,100,R1,7,0.242
1,1801,EDGAR Tyrone  ,Mar 29 1982  ,2008,M,100,R1,5,0.138
2,3215,PATTON Darvis ,Dec 04 1977 ,2008,M,100,R1,6,0.149
3,1761,POGNON Ronald ,Nov 16 1982 ,2008,M,100,R1,7,0.167
4,1355,HU Kai ,Aug 04 1982 ,2008,M,100,R1,2,0.152
5,2549,AL SOOLI Abdullah ,Jan 20 1983 ,2008,M,100,R1,4,0.153
6,1275,GUNEV Desislav ,Jan 21 1986 ,2008,M,100,R1,8,0.152
7,2431,SHAREEF Ali ,Jul 01 1979 ,2008,M,100,R1,3,0.171
8,2325,TONSACKTHEVA Souksavanh ,Aug 12 1988 ,2008,M,100,R1,9,0.183
1,3265,GAY Tyson  ,Aug 09 1982  ,2008,M,100,R1,2,0.148
2,2507,FASUBA Olusoji ,Jul 09 1984 ,2008,M,100,R1,5,0.156
3,1231,MOREIRA Jose Carlos ,Sep 28 1983 ,2008,M,100,R1,4,0.192
4,1578,RODRIGUEZ Angel David ,Apr 25 1980 ,2008,M,100,R1,7,0.145
5,1535,MILO Lukas ,Oct 19 1983 ,2008,M,100,R1,9,0.145
6,1431,YOUSSOUF Mhadjou ,Jun 05 1990 ,2008,M,100,R1,8,0.17
7,2864,D'SOUZA Danny ,Nov 14 1987 ,2008,M,100,R1,3,0.18
8,1040,SANITOA Shanahan ,Jul 26 1989 ,2008,M,100,R1,6,0.158
1,2148,FRATER Michael  ,Oct 06 1982  ,2008,M,100,R1,3,0.156
2,1308,BROWNE Pierre ,Jan 14 1980 ,2008,M,100,R1,4,0.141
3,3018,BROWN Darrel ,Oct 16 1986 ,2008,M,100,R1,6,0.139
4,2184,ASAHARA Nobuharu ,Jun 21 1972 ,2008,M,100,R1,7,0.16
5,1853,da SILVA Holder ,Jan 12 1988 ,2008,M,100,R1,9,0.184
6,1280,SANOU Idrissa ,Jun 12 1977 ,2008,M,100,R1,2,0.171
7,1319,OLONGHOT Ghyd-Kermeliss-Holly ,Mar 15 1986 ,2008,M,100,R1,8,0.172
8,1002,AZIZI Massoud ,Feb 02 1985 ,2008,M,100,R1,5,0.16
1,3025,THOMPSON Richard  ,Jun 07 1985  ,2008,M,100,R1,8,0.188
2,1771,MBANDJOCK Martial ,Oct 14 1985 ,2008,M,100,R1,5,0.162
3,2092,COLLIO Simone ,Dec 27 1979 ,2008,M,100,R1,4,0.14
4,1928,ZAKARI Aziz ,Sep 02 1976 ,2008,M,100,R1,2,0.177
5,1109,HINDS Andrew ,Apr 25 1984 ,2008,M,100,R1,6,0.14
6,2015,WIBOWO Suryo Agung ,Oct 08 1983 ,2008,M,100,R1,3,0.175
7,3310,LEWIS Jared ,Mar 09 1982 ,2008,M,100,R1,7,0.123
8,2296,NAWAI Rabangaki ,Jun 09 1985 ,2008,M,100,R1,9,0.152
1,2142,POWELL Asafa  ,Nov 23 1982  ,2008,M,100,R1,5,0.142
2,2868,COLLINS Kim ,Apr 05 1976 ,2008,M,100,R1,3,0.162
3,1824,PICKERING Craig ,Oct 16 1986 ,2008,M,100,R1,7,0.174
4,1419,GRUESO Daniel ,Jul 20 1985 ,2008,M,100,R1,2,0.178
5,2596,KUC Dariusz ,Apr 24 1986 ,2008,M,100,R1,9,0.144
6,1282,BOSSE BERANGER Aymard ,Mar 13 1985 ,2008,M,100,R1,8,0.144
7,2976,TOHI Aisea ,Apr 15 1987 ,2008,M,100,R1,6,0.159
8,2459,CRESS Roman William ,Aug 02 1977 ,2008,M,100,R1,4,0.19
1,2163,BOLT Usain  ,Aug 21 1986  ,2008,M,100,R1,3,0.186
2,1024,BAILEY Daniel ,Sep 09 1986 ,2008,M,100,R1,9,0.198
3,1238,LIMA Vicente ,Jun 04 1977 ,2008,M,100,R1,6,0.168
4,1460,VIZCAINO Jenris ,May 16 1980 ,2008,M,100,R1,2,0.157
5,2091,CERUTTI Fabio ,Sep 26 1985 ,2008,M,100,R1,4,0.136
6,2929,THEMEN Jurgen ,Oct 26 1985 ,2008,M,100,R1,5,0.179
7,3302,KAMUT Moses ,Jul 07 1982 ,2008,M,100,R1,8,0.181
8,2893,MANIORU Francis ,Sep 17 1981 ,2008,M,100,R1,7,0.197
1,2165,FRASER Shelly-Ann  ,Dec 27 1986  ,2008,F,100,F,4,0.19
2,2145,SIMPSON Sherone ,Aug 12 1984 ,2008,F,100,F,2,0.155
2,2178,STEWART Kerron ,Apr 16 1984 ,2008,F,100,F,7,0.232
4,3257,WILLIAMS Lauryn ,Sep 11 1983 ,2008,F,100,F,8,0.149
5,3195,LEE Muna ,Oct 30 1981 ,2008,F,100,F,5,0.234
6,1790,KWAKYE Jeanette ,Mar 20 1983 ,2008,F,100,F,9,0.161
7,1094,FERGUSON-McKENZIE Debbie ,Jan 16 1976 ,2008,F,100,F,3,0.167
8,3165,EDWARDS Torri ,Jan 31 1977 ,2008,F,100,F,6,0.179
1,2178,STEWART Kerron  ,Apr 16 1984  ,2008,F,100,S,7,0.202
2,3165,EDWARDS Torri ,Jan 31 1977 ,2008,F,100,S,4,0.174
3,1790,KWAKYE Jeanette ,Mar 20 1983 ,2008,F,100,S,3,0.156
4,1094,FERGUSON-McKENZIE Debbie ,Jan 16 1976 ,2008,F,100,S,6,0.184
5,1172,NESTSIARENKA Yuliya ,Jun 15 1979 ,2008,F,100,S,2,0.156
6,1129,GEVAERT Kim ,Aug 05 1978 ,2008,F,100,S,8,0.194
7,2748,POLYAKOVA Evgeniya ,May 29 1983 ,2008,F,100,S,5,0.173
8,2512,OSAYOMI Oludamola ,Jun 26 1986 ,2008,F,100,S,9,0.208
1,2165,FRASER Shelly-Ann  ,Dec 27 1986  ,2008,F,100,S,6,0.217
2,3195,LEE Muna ,Oct 30 1981 ,2008,F,100,S,4,0.155
3,3257,WILLIAMS Lauryn ,Sep 11 1983 ,2008,F,100,S,7,0.174
4,2145,SIMPSON Sherone ,Aug 12 1984 ,2008,F,100,S,5,0.166
5,1092,STURRUP Chandra ,Sep 12 1971 ,2008,F,100,S,9,0.159
6,2377,GRINCIKAITE Lina ,May 03 1987 ,2008,F,100,S,8,0.163
7,1264,LALOVA Ivet ,May 18 1984 ,2008,F,100,S,3,0.171
8,1927,ANIM Vida ,Dec 07 1983 ,2008,F,100,S,2,0.189
1,3165,EDWARDS Torri  ,Jan 31 1977  ,2008,F,100,R2,6,0.16
2,2377,GRINCIKAITE Lina ,May 03 1987 ,2008,F,100,R2,8,0.161
3,1264,LALOVA Ivet ,May 18 1984 ,2008,F,100,R2,5,0.181
4,2538,OKPARAEBO Ezinne ,Mar 03 1988 ,2008,F,100,R2,4,0.169
5,3325,PIERRE Barbara ,Apr 28 1986 ,2008,F,100,R2,2,0.197
6,2077,PISTONE Anita ,Oct 29 1976 ,2008,F,100,R2,7,0.148
7,1781,ZANG-MILAMA Paulette Ruddy ,Jun 06 1987 ,2008,F,100,R2,9,0.191
8,3012,SPRINGER-JONES Sasha ,Mar 17 1978 ,2008,F,100,R2,3,0.204
1,2178,STEWART Kerron  ,Apr 16 1984  ,2008,F,100,R2,6,0.156
2,3257,WILLIAMS Lauryn ,Sep 11 1983 ,2008,F,100,R2,4,0.15
3,1129,GEVAERT Kim ,Aug 05 1978 ,2008,F,100,R2,5,0.149
4,1172,NESTSIARENKA Yuliya ,Jun 15 1979 ,2008,F,100,R2,7,0.187
5,2128,HARRIGAN Tahesia ,Feb 15 1982 ,2008,F,100,R2,8,0.156
6,3015,HACKETT Semoy ,Nov 27 1988 ,2008,F,100,R2,3,0.162
7,3290,KHUBBIEVA Guzel ,May 02 1976 ,2008,F,100,R2,9,0.152
8,1211,de MOURA Lucimar ,Mar 22 1974 ,2008,F,100,R2,2,0.152
1,1094,FERGUSON-McKENZIE Debbie  ,Jan 16 1976  ,2008,F,100,R2,4,0.162
2,2512,OSAYOMI Oludamola ,Jun 26 1986 ,2008,F,100,R2,7,0.183
3,1927,ANIM Vida ,Dec 07 1983 ,2008,F,100,R2,5,0.169
4,1719,ARRON Christine ,Sep 13 1973 ,2008,F,100,R2,6,0.191
5,2592,KORCZYNSKA Daria ,Jul 30 1981 ,2008,F,100,R2,9,0.151
6,2747,RUSAKOVA Natalia ,Dec 12 1979 ,2008,F,100,R2,2,0.186
7,1420,HINESTROZA Yomara ,May 20 1988 ,2008,F,100,R2,3,0.17
8,3309,VU Thi Huong ,Oct 07 1986 ,2008,F,100,R2,8,0.186
1,2145,SIMPSON Sherone  ,Aug 12 1984  ,2008,F,100,R2,8,0.153
2,3195,LEE Muna ,Oct 30 1981 ,2008,F,100,R2,5,0.173
3,1092,STURRUP Chandra ,Sep 12 1971 ,2008,F,100,R2,7,0.179
4,1799,DOUGLAS Montell ,Jan 24 1986 ,2008,F,100,R2,4,0.165
5,1497,BENAVIDES Virgen ,Dec 13 1974 ,2008,F,100,R2,9,0.169
6,3007,BAPTISTE Kelly-Ann ,Oct 14 1986 ,2008,F,100,R2,6,0.19
7,2853,MURINOVICH Natalia ,May 27 1985 ,2008,F,100,R2,2,0.188
8,3066,POHREBNIAK Natalia ,Feb 19 1988 ,2008,F,100,R2,3,0.151
1,2165,FRASER Shelly-Ann  ,Dec 27 1986  ,2008,F,100,R2,6,0.249
2,2748,POLYAKOVA Evgeniya ,May 29 1983 ,2008,F,100,R2,4,0.197
3,1790,KWAKYE Jeanette ,Mar 20 1983 ,2008,F,100,R2,7,0.174
4,2869,HODGE Virgil ,Nov 17 1983 ,2008,F,100,R2,2,0.217
5,2064,JONES-FERRETTE LaVerne ,Sep 16 1981 ,2008,F,100,R2,8,0.231
6,1411,MANI Myriam Leonie ,May 21 1977 ,2008,F,100,R2,9,0.182
7,2513,IDOKO Franca ,Jun 15 1985 ,2008,F,100,R2,3,0.184
8,1108,BAILEY Jade ,Jun 10 1983 ,2008,F,100,R2,5,0.234
1,2178,STEWART Kerron  ,Apr 16 1984  ,2008,F,100,R1,4,0.197
2,2538,OKPARAEBO Ezinne ,Mar 03 1988 ,2008,F,100,R1,2,0.163
3,2064,JONES-FERRETTE LaVerne ,Sep 16 1981 ,2008,F,100,R1,5,0.179
4,3325,PIERRE Barbara ,Apr 28 1986 ,2008,F,100,R1,7,0.165
5,2853,MURINOVICH Natalia ,May 27 1985 ,2008,F,100,R1,8,0.179
6,2466,ATTARD Charlene ,Jan 31 1987 ,2008,F,100,R1,1,0.176
7,2872,KARGBO Michaela ,Jul 05 1991 ,2008,F,100,R1,3,0.231
8,2468,MILASEVIC Milena ,Feb 11 1984 ,2008,F,100,R1,9,0.218
9,2502,THAPA Chandra Kala ,Sep 02 1980 ,2008,F,100,R1,6,0.214
1,2748,POLYAKOVA Evgeniya  ,May 29 1983  ,2008,F,100,R1,7,0.176
2,1108,BAILEY Jade ,Jun 10 1983 ,2008,F,100,R1,4,0.194
3,2145,SIMPSON Sherone ,Aug 12 1984 ,2008,F,100,R1,9,0.172
4,3066,POHREBNIAK Natalia ,Feb 19 1988 ,2008,F,100,R1,3,0.144
5,1279,NAIMOVA Tezdzhan ,May 01 1987 ,2008,F,100,R1,1,0.178
6,2984,THAVONCHAROEN Jutamass ,Dec 21 1981 ,2008,F,100,R1,6,0.188
7,3313,SAAD Waseelah ,Nov 25 1989 ,2008,F,100,R1,2,0.232
9,2326,SACKPASEUTH Philaylack ,Jan 04 1987 ,2008,F,100,R1,5,0.264
1,2512,OSAYOMI Oludamola  ,Jul 30 1988 ,2008,F,100,R1,3,0.206
2,1094,FERGUSON-McKENZIE Debbie ,Jun 26 1986  ,2008,F,100,R1,6,0.166
3,2592,KORCZYNSKA Daria ,Jan 16 1976 ,2008,F,100,R1,2,0.159
4,1420,HINESTROZA Yomara ,Jul 30 1981 ,2008,F,100,R1,9,0.171
5,3012,SPRINGER-JONES Sasha ,May 20 1988 ,2008,F,100,R1,7,0.186
6,2566,KOIME Mae ,Mar 17 1978 ,2008,F,100,R1,5,0.2
7,1322,NDIKERT Hinikissia Albertine ,Dec 14 1983 ,2008,F,100,R1,4,0.207
8,1413,MAGALI Franka ,Sep 15 1992 ,2008,F,100,R1,8,0.224
1,1264,LALOVA Ivet  ,Jan 24 1990 ,2008,F,100,R1,2,0.162
2,1799,DOUGLAS Montell ,May 18 1984  ,2008,F,100,R1,5,0.167
3,1497,BENAVIDES Virgen ,Jan 24 1986 ,2008,F,100,R1,9,0.178
4,2513,IDOKO Franca ,Dec 13 1974 ,2008,F,100,R1,4,0.177
5,2887,TAJNIKAR Pia ,Jun 15 1985 ,2008,F,100,R1,3,0.181
6,1430,FETA Ahamada ,Sep 19 1985 ,2008,F,100,R1,8,0.172
7,1782,TIYANA Fatou ,Jun 24 1987 ,2008,F,100,R1,6,0.19
8,1106,NAZMUN NAHAR Beauty ,Feb 24 1985 ,2008,F,100,R1,7,0.19
1,2165,FRASER Shelly-Ann  ,Jan 01 1984 ,2008,F,100,R1,2,0.193
2,1927,ANIM Vida ,Dec 27 1986  ,2008,F,100,R1,5,0.17
3,1781,ZANG-MILAMA Paulette Ruddy ,Dec 07 1983 ,2008,F,100,R1,6,0.187
4,1842,TURNER Laura ,Jun 06 1987 ,2008,F,100,R1,9,0.174
5,2382,RAMILIJAONA Nirinaharifidy ,Aug 12 1982 ,2008,F,100,R1,7,0.19
6,1102,CLARKE Timicka ,Nov 26 1982 ,2008,F,100,R1,8,0.172
7,1021,PUJOL Montserrat ,Nov 09 1980 ,2008,F,100,R1,4,0.225
8,2485,AGUILERA Jessica ,Apr 27 1979 ,2008,F,100,R1,1,0.195
9,2892,KWALEA Pauline ,Jun 26 1985 ,2008,F,100,R1,3,0.166
1,1129,GEVAERT Kim  ,Feb 29 1988 ,2008,F,100,R1,5,0.156
2,1172,NESTSIARENKA Yuliya ,Aug 05 1978  ,2008,F,100,R1,7,0.175
3,3309,VU Thi Huong ,Jun 15 1979 ,2008,F,100,R1,4,0.207
4,2523,ISMAILA Halimat ,Oct 07 1986 ,2008,F,100,R1,2,0.2
5,2194,FUKUSHIMA Chisato ,Jul 03 1984 ,2008,F,100,R1,6,0.162
6,3323,WILLIAMS Sonia ,Jun 27 1988 ,2008,F,100,R1,3,0.198
7,1979,ALICTO Cora ,May 28 1979 ,2008,F,100,R1,9,0.199
8,1001,MUQIMYAR Robina ,Aug 02 1980 ,2008,F,100,R1,8,0.263
1,1092,STURRUP Chandra  ,Jul 03 1986 ,2008,F,100,R1,6,0.246
2,3007,BAPTISTE Kelly-Ann ,Sep 12 1971  ,2008,F,100,R1,5,0.204
3,2377,GRINCIKAITE Lina ,Oct 14 1986 ,2008,F,100,R1,3,0.168
4,3015,HACKETT Semoy ,May 03 1987 ,2008,F,100,R1,8,0.21
5,1406,ALLOU Affoue Amandine ,Nov 27 1988 ,2008,F,100,R1,9,0.204
6,2995,NAZAROVA Valentina ,Aug 29 1980 ,2008,F,100,R1,7,0.247
7,1285,SOU Titlinda ,Sep 29 1984 ,2008,F,100,R1,4,0.183
8,1541,ALI BOURRALE Fathia ,Aug 21 1989 ,2008,F,100,R1,2,0.28
1,3195,LEE Muna  ,Oct 14 1987 ,2008,F,100,R1,8,0.219
2,2077,PISTONE Anita ,Oct 30 1981  ,2008,F,100,R1,1,0.179
3,3290,KHUBBIEVA Guzel ,Oct 29 1976 ,2008,F,100,R1,5,0.142
4,2869,HODGE Virgil ,May 02 1976 ,2008,F,100,R1,3,0.194
5,2747,RUSAKOVA Natalia ,Nov 17 1983 ,2008,F,100,R1,9,0.201
6,1988,WAN Kin Yee ,Dec 12 1979 ,2008,F,100,R1,7,0.151
7,2563,GHROUF Gharid ,Jul 20 1975 ,2008,F,100,R1,2,0.242
8,3303,LAPENMAL Elis ,Sep 12 1990 ,2008,F,100,R1,6,0.215
9,2477,CAMARA Bounkou ,Sep 06 1987 ,2008,F,100,R1,4,0.202
1,1719,ARRON Christine  ,Feb 06 1988 ,2008,F,100,R1,6,0.25
2,3257,WILLIAMS Lauryn ,Sep 13 1973  ,2008,F,100,R1,3,0.183
3,2128,HARRIGAN Tahesia ,Sep 11 1983 ,2008,F,100,R1,8,0.188
4,1211,de MOURA Lucimar ,Feb 15 1982 ,2008,F,100,R1,4,0.163
5,1972,FLETCHER Sherry ,Mar 22 1974 ,2008,F,100,R1,9,0.187
7,2552,SIDDIQUI Sadaf ,Jan 17 1986 ,2008,F,100,R1,5,0.273
8,3049,MANOA Asenate ,Aug 27 1985 ,2008,F,100,R1,2,0.205
1,3165,EDWARDS Torri  ,May 23 1992 ,2008,F,100,R1,1,0.169
2,1790,KWAKYE Jeanette ,Jan 31 1977  ,2008,F,100,R1,8,0.142
3,1411,MANI Myriam Leonie ,Mar 20 1983 ,2008,F,100,R1,3,0.151
4,1266,EFTIMOVA Inna ,May 21 1977 ,2008,F,100,R1,2,0.189
5,1333,WANG Jing ,Jun 19 1988 ,2008,F,100,R1,9,0.188
6,1039,KHACHIKYAN Ani ,Mar 26 1988 ,2008,F,100,R1,5,0.204
7,2461,ROZHMAN Ivana ,Mar 16 1991 ,2008,F,100,R1,4,0.233
8,2564,KOSHIBA Peoria ,Jul 14 1989 ,2008,F,100,R1,7,0.174
9,2550,AL-YAQOUBI Buthaina ,Jun 27 1979 ,2008,F,100,R1,6,0.18
1,2163,BOLT Usain  ,Jan 31 1991 ,2008,M,200,F,5,0.182
2,3152,CRAWFORD Shawn ,Jan 14 1978 ,2008,M,200,F,4,0.21
3,3282,DIX Walter ,Jan 31 1986 ,2008,M,200,F,8,0.151
4,3317,DZINGAI Brian ,Apr 29 1981 ,2008,M,200,F,6,0.185
5,1813,MALCOLM Christian ,Jun 03 1979 ,2008,M,200,F,3,0.212
6,2868,COLLINS Kim ,Apr 05 1976 ,2008,M,200,F,2,0.165
1,2163,BOLT Usain  ,Aug 21 1986  ,2008,M,200,S,6,0.175
2,3152,CRAWFORD Shawn ,Jan 14 1978 ,2008,M,200,S,5,0.173
3,3236,SPEARMON Wallace ,Dec 24 1984 ,2008,M,200,S,7,0.196
4,2868,COLLINS Kim ,Apr 05 1976 ,2008,M,200,S,8,0.191
5,1025,CHRISTIAN Brendan ,Dec 11 1983 ,2008,M,200,S,4,0.135
6,2472,BUCKLAND Stephan ,Jan 12 1977 ,2008,M,200,S,2,0.141
7,1797,DEVONISH Marlon ,Jun 01 1976 ,2008,M,200,S,3,0.158
1,1003,MARTINA Churandy  ,Jul 03 1984  ,2008,M,200,S,7,0.154
2,3317,DZINGAI Brian ,Apr 29 1981 ,2008,M,200,S,6,0.184
3,3282,DIX Walter ,Jan 31 1986 ,2008,M,200,S,4,0.161
4,1813,MALCOLM Christian ,Jun 03 1979 ,2008,M,200,S,3,0.181
5,2045,HESSION Paul ,Jan 27 1983 ,2008,M,200,S,5,0.175
6,2156,WILLIAMS Christopher ,Mar 15 1972 ,2008,M,200,S,9,0.217
7,1300,CONNAUGHTON Jared ,Jul 20 1985 ,2008,M,200,S,2,0.146
8,1112,BEYENS Kristof ,Jul 13 1983 ,2008,M,200,S,8,0.211
1,2045,HESSION Paul  ,Jan 27 1983  ,2008,M,200,R2,8,0.19
2,3236,SPEARMON Wallace ,Dec 24 1984 ,2008,M,200,R2,4,0.202
3,2537,SAIDY NDURE Jaysuma ,Jan 01 1984 ,2008,M,200,R2,6,0.131
4,3024,SORILLO Rondell ,Jan 24 1986 ,2008,M,200,R2,7,0.164
